qid,K,C,layer,train_input,test_input,decision_score,probability,fold
Who is the author of How to Be Both?,1,0,20,cq,cq,-0.3441954537681686,0.41479071252385047,1
What is the capital of Tang Empire?,1,0,20,cq,cq,3.8225662569740995,0.9785965275373057,4
Who was the composer of The Nose?,1,0,20,cq,cq,-3.715877094307734,0.023756007669641907,1
In what country is Severna Park?,1,0,20,cq,cq,5.8647966830790805,0.997170429270754,0
What is the capital of North Carolina?,1,0,20,cq,cq,6.177752866805371,0.9979292114503858,0
Who is the father of Wayne Gretzky?,1,0,20,cq,cq,9.319733958005763,0.9999103702795689,2
Who was the composer of Anything Goes?,1,0,20,cq,cq,7.302803242350674,0.9993268057677054,1
Who was the composer of Soul Eyes?,1,0,20,cq,cq,-2.721606250905754,0.06171039526418556,4
Who was the producer of The Slim Shady LP?,1,0,20,cq,cq,4.189708348056253,0.9850754149935335,4
Who was the director of The Man Trap?,1,0,20,cq,cq,-1.9134582080235334,0.1285928387171409,4
Who was the producer of Crash?,1,0,20,cq,cq,1.1124463454811089,0.7525849044984853,0
Who is the father of Arjuna?,1,0,20,cq,cq,6.020659530029988,0.9975778135493675,3
What genre is Prince?,1,0,20,cq,cq,4.022880066157323,0.9824134884115093,1
Who is the father of Archduchess Assunta of Austria?,1,0,20,cq,cq,-1.1777823431905599,0.23545117109185004,1
What is the capital of Mauritania?,1,0,20,cq,cq,6.209745591717069,0.9979942822927947,1
Who is the father of Li Xian?,1,0,20,cq,cq,-4.592068836882102,0.010030250231724184,2
What is the capital of European Union?,1,0,20,cq,cq,18.613532024966204,0.999999991753954,0
What sport does Olympique Lyonnais Féminin play?,1,0,20,cq,cq,10.636976207729532,0.9999759890412914,2
In what country is Katmai National Park and Preserve?,1,0,20,cq,cq,7.309471367168019,0.9993312767857923,4
Who is the mother of Jesus?,1,0,20,cq,cq,2.4436385203495217,0.9200950017501466,3
What is the capital of Tokugawa Shogunate?,1,0,20,cq,cq,7.706174271764906,0.9995501625265035,3
Who was the director of Errand of Mercy?,1,0,20,cq,cq,-5.016836026295092,0.0065818486005022455,4
What is Lisa McRee's occupation?,1,0,20,cq,cq,0.5319628719302949,0.629940804208575,1
Who was the director of The Sting?,1,0,20,cq,cq,8.749958709681378,0.999841557239917,1
What is Budapest the capital of?,1,0,20,cq,cq,8.948063976680867,0.9998700283173247,2
What is Ski Beatz's occupation?,1,0,20,cq,cq,2.9302883319771356,0.9493235480413915,4
What sport does Dorus de Vries play?,1,0,20,cq,cq,-4.541553753483208,0.010544464958420579,0
What is the religion of bhikkhu?,1,0,20,cq,cq,8.597217732487756,0.9998154153393072,3
"Who is the father of Mary, Princess Royal and Countess of Harewood?",1,0,20,cq,cq,-3.3639388108490107,0.033441673575029425,3
Who was the producer of Titanic?,1,0,20,cq,cq,7.0688692590774185,0.9991495288705271,3
Who was the director of The Omen?,1,0,20,cq,cq,1.1162733893579482,0.7532968143435937,3
Who was the screenwriter for The Joy Luck Club?,1,0,20,cq,cq,-3.8365325632897194,0.02111289013676049,3
Who is the author of GNU General Public License?,1,0,20,cq,cq,-0.6002108554849284,0.3542954548439527,3
In what country is The Players Championship?,1,0,20,cq,cq,10.023766256021666,0.9999556683012195,1
Who is the author of Black Orchids?,1,0,20,cq,cq,2.957979696177192,0.9506392789573828,1
What is the capital of Confederate States of America?,1,0,20,cq,cq,5.5715637807269704,0.9962098932276247,3
What sport does 2006–07 Primera B Nacional play?,1,0,20,cq,cq,0.9090790029595455,0.7128116613052721,4
Who was the screenwriter for Stereo?,1,0,20,cq,cq,1.0768721499984828,0.7459016105290425,0
Who is the author of Natalka Poltavka?,1,0,20,cq,cq,4.42721239821044,0.9881933144531194,4
What sport does Tranmere Rovers F.C. play?,1,0,20,cq,cq,3.717017973880944,0.9762704368501022,2
Who was the screenwriter for Wolf?,1,0,20,cq,cq,-5.486131236081749,0.004126744172927025,1
What genre is Super Mario World?,1,0,20,cq,cq,9.058483889966508,0.9998836142301758,4
Who was the screenwriter for Witness for the Prosecution?,1,0,20,cq,cq,0.30374036831772244,0.5753566253433839,2
Who is the father of Macrianus Minor?,1,0,20,cq,cq,-2.0249882874210083,0.11660417564086367,0
What sport does Ligue Magnus play?,1,0,20,cq,cq,-0.05592706939989478,0.4860218759013579,4
What is Dick Rude's occupation?,1,0,20,cq,cq,5.2757027395388185,0.9949116622170783,4
In what country is Deodara?,1,0,20,cq,cq,7.8936358647032545,0.9996270286331115,3
Who was the director of Madea Gets a Job?,1,0,20,cq,cq,-1.585625920304126,0.17000018955893972,2
Who is the father of Tiger Woods?,1,0,20,cq,cq,17.863793029580588,0.9999999825476765,0
In what country is Kuujjuarapik?,1,0,20,cq,cq,10.517903117784481,0.999972952883717,3
Who is the author of New Mutants?,1,0,20,cq,cq,-0.22358090262320385,0.4443364590923882,3
In what country is Lugano Airport?,1,0,20,cq,cq,8.724934525993433,0.9998375429658237,2
In what country is Sinaloa Cartel?,1,0,20,cq,cq,8.391617592518694,0.9997732912325566,4
Who is the father of William III of the Netherlands?,1,0,20,cq,cq,-2.902241742890877,0.05204285691722278,1
In what country is Chrysler?,1,0,20,cq,cq,3.2006893944255173,0.9608602120945218,0
Who is the author of Jumper?,1,0,20,cq,cq,2.0286494150188177,0.8837724194470474,0
Who was the director of The Designated Mourner?,1,0,20,cq,cq,-4.1224423756644635,0.01594647678204158,2
What is Andy C's occupation?,1,0,20,cq,cq,3.8347710091847746,0.9788506728566592,1
What is the capital of Russia?,1,0,20,cq,cq,8.39626003827042,0.9997743410394871,3
In what country is Bouvet Island?,1,0,20,cq,cq,1.8808510516162957,0.8677088494203794,0
What sport does Corby Town F.C. play?,1,0,20,cq,cq,5.835337932867359,0.9970860802363268,3
In what country is Revigliasco d'Asti?,1,0,20,cq,cq,9.527177772620636,0.9999271603869092,3
Who was the screenwriter for Les Bonnes Femmes?,1,0,20,cq,cq,-5.573303036933881,0.0037835454542130176,4
What is the capital of Uzbekistan?,1,0,20,cq,cq,10.489848680497747,0.9999721833695226,4
In what country is Asiana Airlines?,1,0,20,cq,cq,9.598623684883913,0.9999321825827626,2
What is the capital of Obwalden?,1,0,20,cq,cq,3.0321547764498322,0.9540058143456408,3
In what country is Kanjiroba Himal?,1,0,20,cq,cq,4.433687263939297,0.9882686202708073,0
Who was the director of Green Hell?,1,0,20,cq,cq,-2.829132881939594,0.05577004255937178,1
Who is the father of Randolph Churchill?,1,0,20,cq,cq,5.0095347875487,0.9933702396541971,2
In what country is Kireyevsky District?,1,0,20,cq,cq,7.465780001489907,0.9994279889086166,3
What is Benazir Bhutto's occupation?,1,0,20,cq,cq,9.535563246403818,0.9999277685838829,4
Who was the director of Alphaville?,1,0,20,cq,cq,7.088635325593837,0.9991661604106558,1
What is Firaq Gorakhpuri's occupation?,1,0,20,cq,cq,3.8243704012939075,0.9786342833856841,3
Who was the screenwriter for Tanu Weds Manu?,1,0,20,cq,cq,-3.4444327857304464,0.03093531999877092,4
Who was the composer of Samson?,1,0,20,cq,cq,2.9754837229993076,0.9514541932650469,3
Who is the author of Couples?,1,0,20,cq,cq,0.8038279693892847,0.6907927248584551,1
Who was the producer of Xxplosive?,1,0,20,cq,cq,2.525087334509328,0.9258819283265521,2
Who was the composer of Shaft?,1,0,20,cq,cq,2.214403229557919,0.9015354898804453,1
Who was the producer of No Entry?,1,0,20,cq,cq,-7.862590469028403,0.0003847274984356956,4
Who is the mother of Todd McCaffrey?,1,0,20,cq,cq,0.6179378680754186,0.6497494037013004,3
What genre is Death of an Expert Witness?,1,0,20,cq,cq,-1.549523337956316,0.17515512363416424,4
What sport does 1994–95 FIBA Women's European Champions Cup play?,1,0,20,cq,cq,5.6213186472312096,0.9963931915225194,0
What genre is Johann Sebastian Bach?,1,0,20,cq,cq,2.950798742103788,0.950301225648557,3
In what city was Ted Williams born?,1,0,20,cq,cq,5.491057199986643,0.9958934507605959,2
What sport does St. Louis Cardinals play?,1,0,20,cq,cq,7.66564485618451,0.9995315650910032,4
What is the capital of Portugal?,1,0,20,cq,cq,7.5645786059957665,0.9994817728858227,2
What is Kanye West's occupation?,1,0,20,cq,cq,6.405295420521188,0.9983499452966342,2
Who is the author of A Marriage Proposal?,1,0,20,cq,cq,1.481737014504277,0.8148348031359216,3
What color is Juventus F.C.?,1,0,20,cq,cq,9.29698999234572,0.9999083085743994,3
Who is the author of When I have Fears that I may Cease to Be?,1,0,20,cq,cq,8.48465707927421,0.999793428440849,0
What is Cardiff the capital of?,1,0,20,cq,cq,1.1606046228352056,0.7614425606036286,1
Who was the screenwriter for Brave?,1,0,20,cq,cq,14.998042565706118,0.9999996934984032,2
Who is the author of Same-Sex Unions in Pre-Modern Europe?,1,0,20,cq,cq,-3.256285643340645,0.037101677305166496,1
What color is chalk?,1,0,20,cq,cq,9.045904859027534,0.9998821411369053,2
What is the capital of French Polynesia?,1,0,20,cq,cq,9.550008006748552,0.9999288043761991,2
What is the capital of Vanuatu?,1,0,20,cq,cq,5.4365445201074944,0.9956643752907816,3
What is the capital of El Salvador?,1,0,20,cq,cq,14.497304418758482,0.9999994942912491,4
Who was the producer of Open Season?,1,0,20,cq,cq,-0.06059183474695651,0.4848566740930464,3
Who is the author of Molly Moon Stops the World?,1,0,20,cq,cq,-3.109645877383227,0.042711120843162295,2
Who is the author of Libra?,1,0,20,cq,cq,1.0473680361478088,0.7402691696862729,1
Who is the father of Ramkarpal Singh?,1,0,20,cq,cq,5.224178214878832,0.9946440573136779,2
What is the religion of saint?,1,0,20,cq,cq,5.375840979079317,0.995394284898003,2
Who is the author of The Stud?,1,0,20,cq,cq,0.38940102924879283,0.59613850097071,1
What genre is Big Business?,1,0,20,cq,cq,0.925268220179396,0.7161143246900555,3
In what country is Volvic?,1,0,20,cq,cq,7.252162176618471,0.9992918612905636,2
In what country is Pindus?,1,0,20,cq,cq,12.79060564477328,0.9999972131773094,0
"Who is the author of The Quest: Energy, Security, and the Remaking of the Modern World?",1,0,20,cq,cq,-0.07144433282839824,0.4821465102667017,2
What is the capital of Nauru?,1,0,20,cq,cq,5.859017162452969,0.9971540750350747,3
What is the capital of Kingdom of the Netherlands?,1,0,20,cq,cq,15.063623962478626,0.9999997129542566,4
What is William Lescaze's occupation?,1,0,20,cq,cq,-3.979478409306267,0.01835228504347606,3
In what city was Babyface born?,1,0,20,cq,cq,16.20680774472742,0.9999999084891081,0
In what city was Jean Arp born?,1,0,20,cq,cq,8.394501574747467,0.9997739439671223,0
What is the capital of Afghanistan?,1,0,20,cq,cq,9.810706991615037,0.9999451419627846,1
Who was the director of Mud?,1,0,20,cq,cq,-0.6372184015135665,0.3458755939108621,1
What is Nigel Sheinwald's occupation?,1,0,20,cq,cq,-0.4426440890654928,0.3911111164179958,3
Who was the screenwriter for Toy Story?,1,0,20,cq,cq,6.997995713066816,0.9990871226350427,4
Who is the author of The Neverending Story?,1,0,20,cq,cq,4.777078260884056,0.9916497480878265,2
What genre is Southern Rock Opera?,1,0,20,cq,cq,7.00022264976873,0.9990891514436161,4
What is Rodez the capital of?,1,0,20,cq,cq,3.1653408031306114,0.9595089547394304,2
What is the capital of Wales?,1,0,20,cq,cq,10.201470636354138,0.9999628856826857,2
In what country is Tadami Line?,1,0,20,cq,cq,8.050922177905623,0.9996812938166328,2
What is John Scurti's occupation?,1,0,20,cq,cq,2.4849763466860413,0.9230818718231653,3
What genre is Quenta Silmarillion?,1,0,20,cq,cq,9.105282360692643,0.9998889348322443,0
What is the capital of Sergipe?,1,0,20,cq,cq,10.774360548914665,0.9999790711397433,2
Who is the father of Ariarathes VI of Cappadocia?,1,0,20,cq,cq,1.0250806823505019,0.7359610726113742,4
What genre is General Hospital?,1,0,20,cq,cq,-0.5105437215690702,0.3750660731552366,1
Who is the father of Moses?,1,0,20,cq,cq,2.232239367918146,0.9031074904172368,2
What sport does Kaisa Varis play?,1,0,20,cq,cq,5.078643229974839,0.9938101985434606,3
What is the capital of Orotina Canton?,1,0,20,cq,cq,-2.9576250395157464,0.0493773656970201,1
Who was the composer of It's Going to Take Some Time?,1,0,20,cq,cq,-4.656918861784536,0.009406355171147228,4
What is the capital of France?,1,0,20,cq,cq,10.291001108627,0.9999660640300345,4
What is the religion of Dinesh D'Souza?,1,0,20,cq,cq,-5.04467566307099,0.006402296389860787,0
Who was the producer of Precious?,1,0,20,cq,cq,-0.3363911748336368,0.4166863693175639,2
Who was the director of Scary Movie 3?,1,0,20,cq,cq,0.15414298868302456,0.538459627052347,3
What genre is Banjo-Kazooie?,1,0,20,cq,cq,5.808339789449808,0.9970065769145645,4
What is the capital of Iowa?,1,0,20,cq,cq,7.646044303641105,0.9995222973644475,1
Who was the composer of Balika Badhu?,1,0,20,cq,cq,-4.650391536798782,0.009467371146348132,3
In what country is Sabana de la Mar?,1,0,20,cq,cq,7.053912704872986,0.9991367242158914,1
In what country is Hawi?,1,0,20,cq,cq,-1.5737110495340239,0.17168799564131093,0
What is the capital of Uruguay?,1,0,20,cq,cq,6.521560277975494,0.9985307901917526,0
What is the capital of Gabon?,1,0,20,cq,cq,10.289572024590242,0.9999660154996609,1
Who was the composer of The Prestige?,1,0,20,cq,cq,-0.9263325683823043,0.28366934884922335,0
In what city was Dawson Turner born?,1,0,20,cq,cq,0.29908130292539603,0.5742179183313253,0
What is the capital of Aruba?,1,0,20,cq,cq,17.008083794700163,0.9999999589339396,2
What is the capital of Guinea?,1,0,20,cq,cq,9.129692447588907,0.99989161283073,3
What is Dean Alfange's occupation?,1,0,20,cq,cq,0.03486913851021756,0.5087164014874339,0
Who is the author of Success is Counted Sweetest?,1,0,20,cq,cq,7.659441027510502,0.9995286513420099,2
What sport does Friedhelm Konietzka play?,1,0,20,cq,cq,2.730619023105458,0.9388094074304842,2
What sport does Diego Polenta play?,1,0,20,cq,cq,-5.949097378158793,0.002601408691139591,0
Who is the father of Talia Balsam?,1,0,20,cq,cq,-0.31092104671439214,0.4228899377479176,1
In what country is Ferrari?,1,0,20,cq,cq,6.121715547705933,0.9978101184656856,1
Who was the producer of Back to the Future?,1,0,20,cq,cq,1.0073516817846404,0.7325015493693479,3
Who was the screenwriter for Our Town?,1,0,20,cq,cq,6.65394693883559,0.9987127344429654,4
What sport does Bryce Harper play?,1,0,20,cq,cq,4.432784702677041,0.9882581515843896,0
Who is the father of Beau Biden?,1,0,20,cq,cq,8.809535098364258,0.9998507196371007,2
What color is Exeter City F.C.?,1,0,20,cq,cq,9.066716156229797,0.9998845683057349,4
"Who was the director of South Park: Bigger, Longer & Uncut?",1,0,20,cq,cq,1.6077784754205455,0.8331027284651737,2
In what country is Varany Maha Vidyalayam?,1,0,20,cq,cq,8.916206712506744,0.9998658216804598,3
Who is the author of Ross O'Carroll-Kelly?,1,0,20,cq,cq,2.940439780736818,0.949809695849403,3
Who was the screenwriter for Star Trek: First Contact?,1,0,20,cq,cq,1.8478275600471679,0.8638718318293837,1
Who was the screenwriter for The Bourne Legacy?,1,0,20,cq,cq,2.4983112198149886,0.9240233453782571,1
What sport does Grantham Town F.C. play?,1,0,20,cq,cq,4.674113041262357,0.9907525140231255,0
What genre is The Rolling Stones?,1,0,20,cq,cq,14.632706028734871,0.9999995583316034,0
In what country is Cambridge?,1,0,20,cq,cq,12.15226247460761,0.9999947236065431,2
Who is the author of Moneyball?,1,0,20,cq,cq,11.433677401964596,0.9999891753890712,1
What is Stockholm the capital of?,1,0,20,cq,cq,1.440302164933537,0.8085014390481365,1
In what country is Macedonian Academy of Sciences and Arts?,1,0,20,cq,cq,7.586448975295353,0.9994929779812824,0
What genre is Synyster Gates?,1,0,20,cq,cq,2.865544489121631,0.9461166573317853,3
Who is the author of The Clouds?,1,0,20,cq,cq,6.518027527719386,0.9985255983277092,0
What is William Molyneux's occupation?,1,0,20,cq,cq,-1.8930648210191605,0.13089541527511397,3
Who is the mother of Sean Penn?,1,0,20,cq,cq,1.865447394677314,0.8659306237092977,4
Who is the father of Griffin O'Neal?,1,0,20,cq,cq,7.298829747721684,0.999324127324087,1
What genre is Claude Lorrain?,1,0,20,cq,cq,3.72714744613077,0.9765039723171267,1
What is the capital of Nan?,1,0,20,cq,cq,9.154146487404153,0.9998942309127341,4
What is the capital of Armenia?,1,0,20,cq,cq,16.275102866629176,0.9999999145302181,3
What is Rhea Silvia's occupation?,1,0,20,cq,cq,-0.48944200840001884,0.38002502502498886,4
Who was the producer of The Terminal?,1,0,20,cq,cq,0.7782281232054886,0.6852981083406365,2
What genre is Suikoden Tierkreis?,1,0,20,cq,cq,2.215962611984582,0.9016738284411338,3
In what country is Joint European Torus?,1,0,20,cq,cq,7.726467351940097,0.9995591951308375,2
What is Seif Sharif Hamad's occupation?,1,0,20,cq,cq,-0.8704306899378249,0.2951646922879049,0
Who was the producer of Particle Fever?,1,0,20,cq,cq,-5.466865846657675,0.004206680592077441,0
Who is the father of James I of Aragon?,1,0,20,cq,cq,6.9062817875721265,0.9989995273703721,4
In what country is New York State Route 157?,1,0,20,cq,cq,6.888318426101567,0.9989814116018894,1
In what country is Canadian Dairy Commission?,1,0,20,cq,cq,6.556429374648746,0.9985810658905784,1
Who is the author of Make Love! The Bruce Campbell Way?,1,0,20,cq,cq,5.689080945690007,0.9966287036589674,0
Who was the producer of Chef?,1,0,20,cq,cq,2.2272674859285484,0.9026715563072605,2
What is the capital of Tunisia?,1,0,20,cq,cq,15.159819398894111,0.9999997392802236,2
Who is the author of The Confidential Clerk?,1,0,20,cq,cq,3.770657697760144,0.9774818417358119,4
What color is snow?,1,0,20,cq,cq,4.564452569759636,0.9896917865664641,0
What is the capital of Silla?,1,0,20,cq,cq,0.3868996333984278,0.5955361268927426,1
In what country is Wiang Kao?,1,0,20,cq,cq,4.9428608109480985,0.9929163760358568,1
Who is the father of Donald Trump?,1,0,20,cq,cq,12.433604106326086,0.9999960175290469,1
In what city was Benny Napoleon born?,1,0,20,cq,cq,2.513831866333119,0.9251058144061446,4
What is the capital of Connecticut?,1,0,20,cq,cq,6.165392631476714,0.9979035111735999,2
Who is the author of Our Lady of the Flowers?,1,0,20,cq,cq,10.393543529073323,0.999969371333022,2
What is the capital of Azerbaijan?,1,0,20,cq,cq,11.383868538741886,0.999988622580543,1
Who was the director of Alien?,1,0,20,cq,cq,12.74775716684363,0.9999970911713271,2
Who is the author of The Incoherence of the Philosophers?,1,0,20,cq,cq,-2.0177534140226676,0.11735149255183679,1
What is the capital of Bangladesh?,1,0,20,cq,cq,11.167952458207804,0.9999858806812979,1
In what city was Alma Karlin born?,1,0,20,cq,cq,-6.943596055818544,0.0009638639687145379,3
What is Stevie Cameron's occupation?,1,0,20,cq,cq,3.814566331661179,0.9784283230775424,2
What genre is S.H.E?,1,0,20,cq,cq,0.9461931228728544,0.7203489402187961,3
Who is the author of Tuesday?,1,0,20,cq,cq,0.6715270246748295,0.6618450012028455,2
Who is the author of Ship Breaker?,1,0,20,cq,cq,5.795596573249872,0.9969683033775714,1
What is the capital of Plesetsky District?,1,0,20,cq,cq,11.25459470591229,0.9999870524976028,3
What sport does George Burley play?,1,0,20,cq,cq,-0.515055949622867,0.37400904286406267,1
Who is the author of The Jungle?,1,0,20,cq,cq,12.52360714766712,0.9999963603054234,4
Who was the screenwriter for Brian Wilson: I Just Wasn't Made for These Times?,1,0,20,cq,cq,-9.109277691128565,0.00011062235996903474,1
What is the capital of Papua New Guinea?,1,0,20,cq,cq,9.992747778241187,0.9999542717142612,4
Who is the author of Thunderball?,1,0,20,cq,cq,10.010637381359707,0.999955082464774,4
In what country is Toronto Northwest?,1,0,20,cq,cq,3.5444350233263124,0.9719259791144041,4
In what country is Sircilla?,1,0,20,cq,cq,8.303617670843659,0.9997524419008814,4
Who is the father of Princess Senate Seeiso?,1,0,20,cq,cq,0.3293844210659973,0.5816095894706607,0
What sport does Deportivo Cali play?,1,0,20,cq,cq,8.223426929558242,0.9997317778995488,1
What is the capital of Israel?,1,0,20,cq,cq,10.049246895716605,0.9999567835830566,0
What sport does HSV Hamburg play?,1,0,20,cq,cq,9.445250674917627,0.9999209420741808,4
Who was the composer of Petrushka chord?,1,0,20,cq,cq,3.127331582915344,0.9580061727032413,3
In what country is Husainid Dynasty?,1,0,20,cq,cq,1.8077822922974365,0.8590936305651101,4
What sport does face mask play?,1,0,20,cq,cq,3.652599854017951,0.9747314105011996,4
What sport does Warrenpoint Town F.C. play?,1,0,20,cq,cq,4.291719271537803,0.9865032708682847,1
Who is the mother of Parikshit?,1,0,20,cq,cq,1.9865881174661817,0.8793817089792099,0
In what city was Andries Bonger born?,1,0,20,cq,cq,3.6165711756400745,0.9738286783535002,2
Who was the director of Breaking Bad?,1,0,20,cq,cq,6.0561645201811665,0.9976621069247298,3
What sport does Carlaw Park play?,1,0,20,cq,cq,3.7058580375878996,0.976010521720058,4
Who was the director of The Black Tent?,1,0,20,cq,cq,-3.5237876378163175,0.028642925989187315,0
Who is the author of Tom Sawyer Abroad?,1,0,20,cq,cq,6.651001144438439,0.9987089417354926,3
Who was the composer of Dragonball Evolution?,1,0,20,cq,cq,-1.2321356340312326,0.22580785842133008,1
Who is the father of George W. Bush?,1,0,20,cq,cq,11.870020740573063,0.999993002990662,3
Who was the producer of Freddie Foxxx Is Here?,1,0,20,cq,cq,-8.936273742189096,0.00013151294583422658,1
Who is the author of NW?,1,0,20,cq,cq,0.1599292087927271,0.5398972994884765,0
What is the capital of Qasr-e Shirin County?,1,0,20,cq,cq,2.981478746472064,0.9517303498330706,1
What is the capital of Larnaca District?,1,0,20,cq,cq,4.073003376802804,0.9832588619374346,2
In what country is Bundesautobahn 100?,1,0,20,cq,cq,6.476422936836481,0.9984630587828759,2
Who was the screenwriter for The Blackcoat's Daughter?,1,0,20,cq,cq,-1.2826199140309642,0.21710458627026186,2
In what country is American Booksellers Association?,1,0,20,cq,cq,9.1370518880689,0.9998924074861316,4
What genre is Prince Lasha?,1,0,20,cq,cq,2.6053108263925937,0.9312025942887067,2
Who is the father of Abraham Lincoln?,1,0,20,cq,cq,14.118191295326643,0.9999992611656049,3
Who was the director of The Stranger?,1,0,20,cq,cq,4.343732798669427,0.9871785680172518,0
Who is the author of Blue Latitudes?,1,0,20,cq,cq,1.5804119974513562,0.8292628589497425,0
What is the capital of Ohio?,1,0,20,cq,cq,6.829032176509093,0.9989192645489147,2
Who is the author of The Dining Room?,1,0,20,cq,cq,-2.1903768608519925,0.10061798478257694,3
Who is the father of Vira Someshwara?,1,0,20,cq,cq,-6.027259277993554,0.002406291605761236,3
In what country is Gmina Dziadkowice?,1,0,20,cq,cq,3.982714146568453,0.981705917553493,0
What is the religion of Hillsdale Free Will Baptist College?,1,0,20,cq,cq,-3.9665354699003297,0.01858691770216387,2
What is the capital of Massac County?,1,0,20,cq,cq,2.6703267202653382,0.9352528187472829,2
Who was the director of Voyage to the Planet of Prehistoric Women?,1,0,20,cq,cq,-4.964560949310744,0.006932618342793849,4
Who is the author of The Camp of the Saints?,1,0,20,cq,cq,3.70550716116869,0.9760023049331785,4
What genre is Ultima Online: Samurai Empire?,1,0,20,cq,cq,3.509912032388494,0.9709684845749641,3
In what city was Constantine of Kostenets born?,1,0,20,cq,cq,6.576925831822155,0.9986098129687844,2
Who is the father of Thor?,1,0,20,cq,cq,4.355139992973413,0.9873221498742899,1
What is G. Karunakara Reddy's occupation?,1,0,20,cq,cq,-1.5859912347412646,0.16994864986002975,2
In what country is British American Tobacco?,1,0,20,cq,cq,10.555793538076388,0.9999739585114923,4
Who was the producer of The Chronic?,1,0,20,cq,cq,-3.6283950222025867,0.02587165691385612,1
In what country is Tigra?,1,0,20,cq,cq,5.444089103182645,0.9956968224584907,0
What genre is Doorways in the Sand?,1,0,20,cq,cq,0.16937104549067472,0.5422418285886516,4
What genre is Michel Langevin?,1,0,20,cq,cq,-1.3209688763836647,0.2106571428598302,1
Who is the author of Poil de carotte?,1,0,20,cq,cq,2.982130414941606,0.9517602784698175,1
Who is the author of Kim?,1,0,20,cq,cq,3.222723320364343,0.9616804981738741,3
What is the capital of Palestinian territories?,1,0,20,cq,cq,9.798098194141293,0.9999444459284733,0
Who is the author of Why I Write?,1,0,20,cq,cq,2.0162456258186037,0.8824922404363307,4
What is the capital of American Samoa?,1,0,20,cq,cq,8.665138648070151,0.9998275341183903,4
What is the religion of Thomas Cooray?,0,0,20,cq,cq,-5.60293993556907,0.003673464108199803,4
What is the capital of Nyandeni Local Municipality?,0,0,20,cq,cq,0.18096748963367282,0.5451188057109152,2
Who is the author of Fail-Safe Investing?,0,0,20,cq,cq,-1.3180417357848868,0.21114428211327113,3
Who was the screenwriter for The Duellists?,0,0,20,cq,cq,-3.249237469380436,0.0373542974764374,0
Who is the author of Millennial Rites?,0,0,20,cq,cq,-1.9521553481845006,0.12431852952971074,3
In what city was Cloe Elmo born?,0,0,20,cq,cq,-0.539523521360973,0.36829843029892595,3
In what city was Ed Parker Jr. born?,0,0,20,cq,cq,-2.295219357098426,0.09151966647257848,2
In what city was Angela Leong born?,0,0,20,cq,cq,-0.07481119027323868,0.4813059204035685,1
Who was the composer of La permission de dix heures?,0,0,20,cq,cq,-2.579265961982439,0.07048480748118995,2
Who was the producer of Rain Dogs?,0,0,20,cq,cq,-12.73796806519367,2.9374432358659936e-06,2
In what city was Pete Stewart born?,0,0,20,cq,cq,-7.480293830061751,0.0005637736241463551,2
Who was the director of Disney's The Kid?,0,0,20,cq,cq,-2.924152915718653,0.05097243173102639,0
What is Bill Kintner's occupation?,0,0,20,cq,cq,0.47952315595317563,0.6176352686709976,3
What is Mariana Vicente's occupation?,0,0,20,cq,cq,3.645284955444161,0.974550616886525,4
In what country is Mon?,0,0,20,cq,cq,10.344599241338678,0.9999678349920798,3
What is Jay the capital of?,0,0,20,cq,cq,-2.4937407188259466,0.07629814548841188,4
Who was the composer of Saturday Night?,0,0,20,cq,cq,-1.8338554694082432,0.13777961734981478,2
Who was the director of Postal?,0,0,20,cq,cq,0.16940179823517187,0.5422494618905204,3
Who was the director of Hoot?,0,0,20,cq,cq,-3.817491240281875,0.021510029118951172,2
Who is the author of Keeping the Moon?,0,0,20,cq,cq,-7.097384135427893,0.0008265823079267092,4
Who was the director of Fix?,0,0,20,cq,cq,3.3505044003278206,0.9661213491935046,3
What genre is Alexander Beggrov?,0,0,20,cq,cq,-1.5414032674649747,0.17633137357146497,1
Who was the director of Free and Easy?,0,0,20,cq,cq,-4.69273381377399,0.009078432743510317,2
Who was the producer of Smoke?,0,0,20,cq,cq,-4.61627149704349,0.009792754379449306,0
Who is the author of Roma?,0,0,20,cq,cq,1.6093214731570198,0.8333171605838204,4
What sport does Bennie Osler play?,0,0,20,cq,cq,1.8771517722781972,0.8672836304752399,1
Who was the director of Hari-Bhari?,0,0,20,cq,cq,-5.040167262729581,0.00643103962313782,3
Who was the director of Burning Man?,0,0,20,cq,cq,-6.034392440142089,0.0023892290746555956,2
In what city was Alexandros Matsas born?,0,0,20,cq,cq,2.048651246315256,0.8858112637066691,0
Who is the author of Le Ton beau de Marot?,0,0,20,cq,cq,0.6105489310909009,0.6480660105122941,2
Who is the father of Adad?,0,0,20,cq,cq,2.1504474456699594,0.895710581585251,2
In what city was William Osler born?,0,0,20,cq,cq,18.413162100195617,0.9999999899245303,0
What sport does Algiers Derby play?,0,0,20,cq,cq,3.287484122248266,0.9639969378051543,2
Who is the author of GNU Affero General Public License?,0,0,20,cq,cq,3.487928565693988,0.9703423419594954,4
Who was the screenwriter for Return of the Fly?,0,0,20,cq,cq,8.762393940077892,0.9998435150059611,2
"Who is the father of Frederick IV, Elector Palatine?",0,0,20,cq,cq,0.9389282528679828,0.71888311866315,0
Who was the director of Time Limit?,0,0,20,cq,cq,1.4655789921332651,0.8123844843988101,0
In what city was John Keating born?,0,0,20,cq,cq,-10.327189031202424,3.272989224715473e-05,4
